Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
KYTX,0.0,-74.55,-39.55,0.0,,-2.85,2.61,-1.91,-162136992.0,,,,
KZIA,0.0,-106.9,-25.7,0.0,,-960.13,5.1,-5.45,-17840660.0,,,312.4,
LAB,90.67,-9.86,-8.05,-79.08,,-79.21,0.55,1.71,-68210000.0,,,4.6,
LABT,0.0,,-303.8,0.0,,,-1.41,-1.12,-3767736.0,,,,
LACG,,,,,,,,,,,,,
LAES,-187.34,-12.71,-8.27,-205.88,,-22.27,1.44,-6.52,-37578000.0,,,118.2,
LAFA,0.0,,,0.0,252.75,,-50.3,,,,,,
LAFAR,0.0,,,0.0,,,-0.5,,,,,,
LAFAU,0.0,,,0.0,,,-50.4,,,,,,
LAKE,-10.88,-15.35,-2.04,-0.93,,18.12,0.79,-70.68,-1793000.0,,,1.4,
LAMR,24.02,55.2,6.59,45.46,28.11,23.85,15.94,19.6,1040406976.0,420.0,4.76,4.4,-26.1
LAND,-6.69,-0.85,1.08,77.11,,-18.36,0.53,12.51,67864000.0,640.0,7.15,-1.8,
LANDO,-6.69,-0.85,1.08,77.11,,,1.23,19.87,67864000.0,737.0,7.15,-1.8,
LANDP,-6.69,-0.85,1.08,77.11,,,1.22,19.75,67864000.0,743.0,7.15,-1.8,
LARK,27.33,12.58,1.2,0.0,9.58,,1.13,,,274.0,,10.6,7.8
LASE,-268.71,-727.42,-48.05,-134.43,,,-41.54,-7.96,-9366404.0,,,-60.0,
LASR,-5.08,-4.59,-2.33,-0.37,,98.35,8.73,-3255.46,-1060000.0,,,55.2,
LATA,0.0,,,0.0,,,-44.89,,,,,,
LATAU,0.0,,,0.0,,,-45.42,,,,,,
LATAW,0.0,,,0.0,,,-1.78,,,,,,
LAUR,16.08,28.82,12.58,28.63,19.56,14.73,4.88,11.42,497767008.0,,1.45,15.4,
LAWR,-162.32,,-61.03,-157.06,,,128.32,0.46,-904329984.0,,,-28.2,
LBGJ,-9.13,-16.83,-3.2,-8.37,,,0.03,-7.77,-929364.0,,,-9.6,11.7
LBRDA,0.0,-29.59,-0.13,0.0,,5.21,0.75,,,,,,-24.8
LBRDK,0.0,-29.59,-0.13,0.0,,4.63,0.75,,,,,,-24.8
LBRDP,0.0,-29.59,-0.13,0.0,3.98,,0.53,,,808.0,,,-24.8
LBRX,0.0,-19.56,,0.0,,-6.82,2.32,-11.52,-44755000.0,,,,
LBTYA,-109.66,-47.97,0.19,22.96,,-8.39,0.4,9.96,1143600000.0,,8.2,8.8,
LBTYB,-109.66,-47.97,0.19,22.96,,,0.47,10.52,1143600000.0,,8.2,8.8,
LBTYK,-109.66,-47.97,0.19,22.96,,-3.23,0.38,9.83,1143600000.0,,8.2,8.8,
LCCC,0.0,,,0.0,28.14,,-50.53,,,,,,
LCCCR,0.0,,,0.0,,,-0.78,,,,,,
LCCCU,0.0,,,0.0,,,-51.41,,,,,,
LCDL,,,,,,,,,,0.0,,,
LCDS,,,,,26.08,,,,,88.0,,,
LCFY,-134.71,-120.89,-43.55,-118.32,,,2.57,-1.82,-3789478.0,,,-31.2,
LCFYW,-134.71,-120.89,-43.55,-118.32,,,4.92,,-3789478.0,,,-31.2,
LCID,-239.81,-97.59,-28.15,-234.92,,-1.11,-4.88,-2.09,-3291674880.0,,,20.2,
LCNB,25.52,8.59,1.01,0.0,10.8,9.61,0.9,,,506.0,,-0.6,-4.9
LCUT,-4.22,-13.0,1.59,5.48,,10.17,0.97,11.19,35677000.0,203.0,6.19,2.4,
LDEM,,,,,15.38,,,,,306.0,,,
LDRX,,,,,27.49,,,,,67.0,,,
LDSF,,,,,,,,,,462.0,,,
LE,26.24,94.21,2.76,4.93,1.03,12.64,0.7,5.78,64751000.0,,0.74,-8.5,
LECO,12.38,37.77,12.32,19.37,27.77,22.34,9.76,18.77,842499008.0,117.0,1.62,11.7,17.6
LEDS,-6.71,-90.84,-9.3,-6.3,,,10.0,-6.24,-2174000.0,,,-90.2,
LEE,-3.02,,3.54,9.33,,15.89,-36.83,12.63,49699000.0,,9.61,-11.2,
LEGH,26.01,8.14,5.41,31.43,13.95,11.62,1.09,11.21,51308000.0,,0.04,-3.7,12.0
LEGN,-21.96,-25.19,-5.24,-10.98,,21.95,5.62,-39.94,-125100000.0,,,56.5,
LEGR,,,,,16.08,,,,,166.0,,,
LEND,,,,,,,,,,678.0,,,
LENZ,0.0,-49.71,-31.22,0.0,,-1.66,0.73,0.66,-117980000.0,,,,
LESL,-22.64,,1.25,4.09,,-18.18,-0.19,23.3,49983000.0,,21.79,4.3,
LEXI,,,,,25.39,,,,,84.0,,,
LEXX,0.0,-147.07,-75.98,0.0,,-1.46,2.14,-0.93,-9128868.0,,,-88.5,
LFAC,0.0,,,0.0,,,-51.07,,,,,,
LFACU,0.0,,,0.0,,,-51.48,,,,,,
LFACW,0.0,,,0.0,,,-1.73,,,,,,
LFCR,-23.78,,,6.37,,-6.99,-14.93,47.42,8242287.0,,18.22,,
LFMD,2.93,-238.45,-13.41,-7.4,,8.83,14.4,-13.41,-14298176.0,,,-1.4,
LFMDP,2.93,-238.45,-13.41,-7.4,,,74.37,-77.51,-14298176.0,944.0,,-1.4,
LFS,3.74,30.37,8.55,6.42,20.36,,5.12,-1.88,753514944.0,,1.4,9.0,4.8
LFSC,,,,,,,,,,0.0,,,
LFST,1.55,1.58,1.35,6.71,157.33,24.08,2.48,39.33,100248000.0,,4.76,21.2,1927.5
LFTO,3.01,,6.65,36.46,195.38,,-2.7,16.43,270347008.0,,6.72,37.1,1233.3
LFUS,-1.61,-1.61,6.36,21.36,,27.05,4.67,22.64,531628000.0,64.0,1.34,18.5,69.1
LFVN,2.94,17.08,6.44,5.12,13.73,13.53,2.34,7.56,10007000.0,322.0,1.02,-25.2,-58.5
LFWD,-123.66,-209.1,-35.12,-82.12,,-3.91,3.07,-0.99,-17183000.0,,,-22.1,
LGCF,,,,,16.35,,,,,177.0,,,
LGCL,0.94,3.4,2.87,3.16,2.7,,0.1,4.01,32911000.0,,2.88,43.1,
LGIH,4.23,3.41,1.3,5.18,18.44,14.09,0.62,34.09,86715000.0,,19.77,-9.0,-47.1
LGN,-0.73,-7.22,2.4,7.75,,45.7,13.19,31.84,238871008.0,,4.93,105.1,
LGND,55.95,17.13,5.19,48.98,36.39,24.69,5.61,39.22,134447008.0,,3.36,14.1,
LGO,-60.27,-39.44,-8.21,-24.36,,7.83,0.47,-6.54,-26595000.0,,,-2.5,
LGRO,,,,,25.55,,,,,32.0,,,
LGVN,0.0,-135.18,-67.41,0.0,,-0.52,1.54,-0.46,-21624000.0,,,4.5,
LHAI,-0.69,-2.8,-2.81,-0.99,,,1.56,-44.05,-200684.0,,,-14.0,
LHSW,2.48,9.22,1.92,2.08,4.64,,5.65,10.03,958175.0,,3.66,56.9,
LI,-1.66,-2.5,-1.51,1.21,,12.29,1.24,-46.85,1323948800.0,,13.4,-11.4,
LICN,-89.58,-29.82,-11.59,-55.9,,,0.28,0.46,-13705000.0,,,-56.1,
LIDR,0.0,-75.18,-38.3,0.0,,-2.15,0.87,0.29,-33802000.0,,,57.8,
LIDRW,0.0,-75.18,-38.3,0.0,,,0.01,,-33802000.0,,,57.8,
LIEN,57.89,11.3,6.52,0.0,6.92,6.18,0.78,,,1310.0,,40.1,12.1
LIF,28.21,30.65,0.71,4.62,26.82,28.85,6.33,149.45,24448000.0,,12.73,38.1,-40.1
LIFE,-22.12,-29.12,-11.85,-20.06,,7.93,2.18,-8.4,-97462000.0,,,103.5,
LILA,-11.2,-34.89,1.21,25.5,,9.15,2.21,8.72,1132499968.0,,7.89,-0.1,
LILAK,-11.2,-34.89,1.21,25.5,,14.34,2.19,8.71,1132499968.0,,7.89,-0.1,
LILAV,-11.2,-34.89,1.21,25.5,,,1.99,8.62,1132499968.0,,7.89,-0.1,
LILKV,-11.2,-34.89,1.21,25.5,,,1.95,8.6,1132499968.0,,7.89,-0.1,
LILPV,,,,,,,,,,,,,
LIMN,0.0,,,0.0,,,-37.0,,,,,,
LIMNW,0.0,,,0.0,,,-22.87,,,,,,
LIN,20.44,18.23,7.24,39.22,34.01,25.99,6.14,19.2,13589999616.0,125.0,1.94,8.2,13.4
LINC,4.11,11.9,4.4,10.45,65.43,43.54,7.51,29.6,56900000.0,,3.63,22.5,133.2
LIND,-3.05,,3.77,15.32,,76.91,-8.87,17.32,122430000.0,,5.49,15.7,
LINE,-2.72,-1.75,0.8,21.6,,-60.93,1.15,16.13,1158000000.0,522.0,7.33,0.4,
LINK,-9.33,-12.41,-7.57,-4.25,,-24.24,7.42,-121.43,-523000.0,,,15.4,
LINT,,,,,494.99,,,,,,,,
LIQT,-55.45,-79.31,-18.26,-42.39,,-1.26,1.15,-2.78,-6793510.0,,,-10.4,
LITE,17.68,22.83,2.89,20.45,144.99,45.66,19.96,116.95,508800000.0,,6.51,90.1,
LITP,,,,,39.11,,,,,550.0,,,
LITS,0.0,-159.26,-27.69,0.0,,,0.55,-1.33,-17126000.0,,,,
LIVE,0.89,4.26,2.74,7.66,,1.46,0.35,7.49,33540000.0,,6.94,-3.8,
LIVN,7.47,9.54,5.27,18.31,40.14,16.99,3.57,15.72,262486000.0,,1.31,14.3,
LIXT,0.0,-101.95,-46.0,0.0,,,8.09,,,,,,
LKFN,40.97,15.21,1.57,0.0,14.35,13.54,2.04,,,339.0,,18.8,33.3
LKFT,46.83,16.26,10.66,63.52,3.42,-9.81,10.26,53.26,662956480.0,,0.01,-91.4,
LKQ,3.75,8.14,4.32,10.66,12.87,7.74,1.02,7.81,1470000000.0,466.0,3.56,4.3,-52.8
LKSP,0.0,,,0.0,112.67,,-38.12,,,,,,
LKSPR,0.0,,,0.0,,,-3.29,,,,,,
LKSPU,0.0,,,0.0,,,-35.38,,,,,,
LLYVA,-88.23,,-2.05,-6.21,,50.93,-27.43,-405.25,-24754000.0,,,35.2,
LLYVK,-88.23,,-2.05,-6.21,,-34.16,-28.29,-416.27,-24754000.0,,,35.2,
LMAT,24.35,16.55,7.2,30.73,33.81,28.24,5.17,24.43,78750000.0,109.0,2.41,11.2,41.7
LMB,5.09,18.59,7.78,9.63,29.73,16.15,4.95,16.41,62861000.0,,1.22,4.3,-57.6
LMBS,,,,,,,,,,410.0,,,
LMFA,0.0,-128.98,-78.35,0.0,,-0.03,0.12,,,,,-27.3,
LMNR,-30.5,-23.27,-7.18,-18.61,,25.75,1.59,-14.93,-24640000.0,221.0,,-31.9,
LMNX,,,,,,,,,,,,,
LMRI,-3.66,,,8.32,,10.47,1.51,21.25,85770000.0,,11.28,3.1,
LMTL,,,,,23.0,,,,,,,,
LNAI,0.0,-325.46,-9.65,0.0,,,-2.01,-1.82,-9769810.0,,,,
LNKS,-29.1,-16.56,-8.32,-28.02,,,0.01,1.88,-6232388.0,,,-1.6,
LNSR,50.94,362.55,-14.73,-20.52,,-8.06,6.41,-6.09,-11842000.0,,,-5.2,
LNT,18.58,11.31,2.62,42.01,23.45,20.23,2.59,16.69,1856000000.0,280.0,6.38,5.0,4.9
LNTH,18.05,23.48,8.15,23.69,25.31,16.58,5.69,19.2,366256000.0,,1.71,1.2,76.5
LNZA,-76.05,-189.4,-31.33,-91.69,,-16.94,1.21,-1.23,-53529000.0,,,26.8,
LNZAW,,,,,,,0.0,,,,,,
LOAN,73.78,11.6,7.71,0.0,10.09,10.09,1.18,,,993.0,,-6.5,-8.3
LOBO,-23.59,-67.16,-11.38,-16.93,,3.82,1.37,-3.23,-3929554.0,,,22.9,
LOCO,5.87,10.27,5.11,13.16,15.8,14.28,1.56,10.71,65427000.0,,3.56,5.9,43.3
LOGI,14.69,32.78,13.35,17.9,21.75,16.78,6.77,15.38,866476032.0,163.0,0.1,7.4,3.1
LOGO,,,,,29.42,,,,,0.0,,,
LOKV,0.0,,,0.0,,-2304.0,-11.52,,,,,,
LOKVU,0.0,,,0.0,,,-11.99,,,,,,
LOKVW,0.0,,,0.0,,,-1.9,,,,,,
LONA,0.0,-298.76,-46.46,0.0,,,1.59,-0.27,-41825000.0,,,,
LOOP,0.0,,-46.65,0.0,,6.26,-3.64,-3.65,-9744000.0,,,-98.4,
LOPE,19.54,29.78,19.43,31.24,17.92,12.82,5.43,10.26,351553984.0,,0.3,6.7,11.1
LOT,-89.43,,-10.95,-61.0,,-2.28,-0.52,-7.74,-316657984.0,,,-39.8,
LOTI,,,,,24.55,,,,,,,,
LOTWW,-89.43,,-10.95,-61.0,,,-0.03,,-316657984.0,,,-39.8,
LOVE,0.55,1.87,0.37,2.69,58.36,5.68,1.04,18.56,18717000.0,,10.2,-0.1,
LPAA,0.0,,-0.49,0.0,40.11,,-25.91,,,,,,-25.7
LPAAU,0.0,,-0.49,0.0,,,-25.86,,,,,,-25.7
LPAAW,0.0,,-0.49,0.0,,,-0.33,,,,,,-25.7
LPBB,0.0,,,0.0,35.67,,-5.62,,,,,,-11.8
LPBBU,0.0,,,0.0,,,-5.64,,,,,,-11.8
LPBBW,0.0,,,0.0,,,-0.63,,,,,,-11.8
LPCN,0.0,-54.41,-33.07,0.0,,-2.04,0.83,0.32,-12070633.0,,,27.2,
LPCV,0.0,,,0.0,,,-29.04,,,,,,
LPCVU,0.0,,,0.0,,,-29.3,,,,,,
LPCVW,0.0,,,0.0,,,-1.02,,,,,,
LPLA,5.05,20.45,5.49,0.0,26.59,10.37,4.16,,,41.0,,35.0,4.5
LPRO,-5.95,-6.85,1.07,5.62,,16.42,4.9,55.89,5021000.0,,16.94,-16.0,
LPSN,-26.24,,-1.12,5.33,,-0.29,-0.45,25.08,12585000.0,,31.29,-12.0,
LPTH,-37.38,-28.79,-2.81,-0.9,,104.77,9.35,-1476.0,-565770.0,,,108.9,
LQ,,,,,,,,,,,,,
LQDA,7.74,28.18,9.05,16.19,435.53,13.29,60.2,140.4,46627000.0,,3.96,4158.5,
LQDT,6.3,14.46,6.71,9.68,41.33,22.68,5.4,21.72,46477000.0,,0.32,3.7,4.5
LRCX,30.94,66.76,22.78,36.2,70.46,46.37,43.87,59.04,7847764992.0,28.0,0.48,23.8,40.8
LRE,4.49,18.26,4.89,8.41,3.34,,0.55,6.54,1585428992.0,531.0,8.21,12.2,150.0
LRGE,,,,,33.65,,,,,12.0,,,
LRHC,-44.59,-890.86,-51.08,-18.59,,,-0.0,-1.05,-12736683.0,,,8.8,
LRMR,0.0,-109.83,-56.92,0.0,,-3.0,2.43,-1.09,-172100000.0,,,,
LRND,,,,,30.37,,,,,48.0,,,
LSAK,-4.03,-15.17,1.26,8.72,,9.81,1.99,8.84,61164000.0,,4.05,13.4,
LSBK,27.71,6.98,1.15,0.0,15.46,,0.87,,,215.0,,21.7,88.2
LSCC,3.46,2.75,2.48,12.22,1032.89,62.57,26.73,280.97,70157000.0,,0.57,42.2,337.2
LSE,2.6,2.98,-1.5,-2.48,50.63,,1.52,-36.27,-1196562.0,,,-31.0,-40.5
LSH,-16.64,-99.84,-30.97,-29.39,,,1.15,-2.29,-6519319.0,,,167.0,
LSTA,0.0,-91.41,-50.26,0.0,,-2.99,2.89,-1.06,-17199000.0,,,,
LSTR,2.61,14.41,7.39,5.05,57.48,29.27,8.81,28.02,240974000.0,77.0,0.52,1.6,36.9
LTBR,0.0,-15.39,-11.62,0.0,,,1.4,,,,,,
LTCC,,,,,,,,,,,,,
LTGRU,0.0,,,0.0,,,-1.07,,,,,,
LTRN,0.0,-157.37,-73.31,0.0,,-1.9,12.52,-2.23,-16593150.0,,,,
LTRX,-5.52,-8.73,-2.73,-1.37,,22.1,3.26,-145.2,-1627000.0,,,5.9,
LTRYW,,,,,,,0.01,,,,,,
LUCD,0.0,,-92.09,0.0,,-6.06,-27.84,-4.22,-48394000.0,,,51.7,
LUCY,-272.48,-102.4,-64.31,-296.31,,-1.84,0.58,0.08,-8832350.0,,,70.2,
LUCYW,-272.48,-102.4,-64.31,-296.31,,,0.02,,-8832350.0,,,70.2,
LULG,,,,,,,,,,,,,
LULU,13.03,32.03,16.05,22.9,8.82,9.52,2.56,5.06,2565969920.0,,0.83,4.3,-35.0
LUNG,-60.09,-86.22,-24.04,-57.78,,-1.23,1.18,-0.95,-51160000.0,,,-8.7,
LUNR,-32.69,-30.29,-5.43,-24.12,,-174.58,-10.01,-57.67,-80640000.0,,,198.7,
LVDS,,,,,22.75,,,,,137.0,,,
LVHD,,,,,20.76,,,,,338.0,,,
LVIG,,,,,,,,,,,,,
LVLU,-3.56,-325.37,-4.69,-1.84,,-27.69,-40.63,-8.56,-5080000.0,,,-10.3,
LVO,-30.51,,-15.71,-14.74,,-121.6,-2.6,-8.25,-11425000.0,,,-31.2,
LWAC,0.0,,,0.0,,,-11.66,,,,,,
LWACU,0.0,,,0.0,,,-11.76,,,,,,
LWACW,0.0,,,0.0,,,-0.32,,,,,,
LWAY,6.53,18.23,12.21,10.91,27.51,20.88,4.84,17.55,25021000.0,,0.3,36.7,30.4
LWLG,0.0,-38.84,-23.59,0.0,,,17.15,-64.49,-20998888.0,,,27.3,
LX,10.84,12.42,3.31,9.77,1.64,2.0,0.19,2.15,1304368000.0,1915.0,3.1,6.6,-50.0
LXEH,0.0,-81.19,-5.78,-99.92,,,0.13,-3.99,-30808144.0,,,-11.6,
LXEO,0.0,-54.75,-32.5,0.0,,-3.94,1.57,-2.06,-97184000.0,,,,
LXRX,-37.46,-16.01,-5.35,-33.99,,-10.47,4.51,-35.76,-23673000.0,,,1572.1,
LYEL,0.0,-80.76,-29.87,0.0,,-15.04,1.08,-0.51,-176040000.0,,,-71.4,
LYFT,43.82,147.81,-1.24,-0.1,2.02,6.6,1.75,-721.04,-6679000.0,,,13.8,488.9
LYTS,3.91,8.31,3.92,8.29,34.54,18.32,2.58,24.0,50579000.0,78.0,6.21,13.6,-53.6
LZ,1.46,6.83,2.46,3.91,94.5,6.84,6.69,26.4,30508000.0,,0.5,12.9,-78.2
LZMH,-15.37,-277.51,-31.62,-14.78,,,1.53,-0.35,-166920992.0,,,91.2,
MAAS,-50.96,-0.19,-0.12,-26.38,,,0.06,,-919000.0,,,,
MAAY,,,,,,,,,,,,,
MACI,0.0,,-0.75,0.0,46.91,,-30.22,,,,,,-50.7
MACIU,0.0,,-0.75,0.0,,,-32.38,,,,,,-50.7
MACIW,0.0,,-0.75,0.0,,,-0.42,,,,,,-50.7
MAKO,25.62,36.35,23.24,45.89,14.02,,3.87,7.31,85031000.0,,0.5,115.8,118.1
MAMA,3.23,14.93,8.46,7.96,126.07,63.03,13.9,50.42,15055000.0,,0.91,49.7,66.7
MAMK,0.01,0.17,0.33,0.46,219.33,,17.81,1644.76,134146.0,,32.25,43.7,
MAMO,3.72,12.17,5.03,5.51,13.78,,1.77,11.7,3839288.0,,2.31,-14.7,
MANH,19.68,96.24,24.29,26.18,36.46,21.87,37.54,26.14,288182016.0,,0.19,7.4,-3.5
MAR,35.97,,9.77,65.91,40.51,29.56,-25.02,25.12,4735000064.0,75.0,3.68,12.6,1.7
MARA,-234.83,-67.33,-15.59,-85.86,,-16.99,2.51,-10.28,-745147008.0,,,-18.4,
MARPS,65.24,65.62,41.01,0.0,14.68,,9.68,,,693.0,,-31.1,-44.7
MASI,4.9,24.99,10.2,23.59,44.43,26.87,11.94,26.61,367700000.0,,1.32,8.5,
MASK,-7.6,7.61,5.3,16.25,1.54,,0.21,0.8,1098183.0,,1.49,106.9,
MASS,-62.4,-24.11,-7.58,-32.67,,-30.45,2.43,-11.8,-18883000.0,,,13.6,
MAT,9.27,23.56,5.39,13.2,8.83,8.67,1.9,8.18,710553024.0,,3.77,4.3,
MATE,,,,,26.18,,,,,,,,
MATH,18.89,23.07,1.26,17.75,5.42,,1.2,1.22,6544784.0,,0.02,-39.0,
MATW,0.8,2.11,0.69,6.08,86.33,20.97,1.58,19.13,73626000.0,394.0,8.65,-39.5,
MAXI,,,,,25.62,,,,,5740.0,,,
MAYS,-5.37,-2.2,-1.17,0.97,,,1.56,524.47,208393.0,,147.68,-5.6,
MAZE,0.0,-38.67,-22.27,0.0,,-8.28,3.81,-8.88,-131888000.0,,,,
MB,-11.44,-138.29,-6.51,-0.93,,,16.16,-35.14,-4253486.0,,,-12.0,
MBAI,0.0,416.71,-37.72,0.0,2.06,,2.78,-4.22,-2212000.0,,,,
MBAV,0.0,,-1.5,0.0,83.46,,-20.09,,,,,,
MBAVU,0.0,,-1.5,0.0,,,-20.28,,,,,,
MBAVW,0.0,,-1.5,0.0,,,-0.69,,,,,,
MBB,,,,,,,,,,424.0,,,
MBBC,12.93,2.77,0.45,0.0,35.63,,0.93,,,,,34.3,260.0
MBIN,38.99,10.17,1.17,0.0,12.16,8.75,1.29,,,88.0,,15.8,34.5
MBINL,38.99,10.17,1.17,0.0,,,0.63,,,772.0,,15.8,34.5
MBINM,38.99,10.17,1.17,0.0,,,0.65,,,820.0,,15.8,34.5
MBINN,38.99,10.17,1.17,0.0,4.57,,0.52,,,741.0,,15.8,34.5
MBIO,0.0,-44.62,-12.85,0.0,,-1.98,0.61,3.41,-3228500.0,,,,
MBLY,-203.97,-40.65,-2.54,-14.3,,22.32,0.82,-18.77,-288000000.0,,,27.4,
MBNKO,46.56,17.34,2.79,0.0,,,0.07,,,884.0,,31.9,21.2
MBOT,0.0,-27.58,-18.4,0.0,,-5.69,1.65,-3.17,-15998000.0,,,,
MBRX,0.0,-532.03,-76.15,0.0,,-0.02,0.97,-0.17,-26967000.0,,,,
MBS,,,,,,,,,,561.0,,,
MBUU,-0.11,-0.17,1.11,6.85,,10.4,0.99,11.39,56609000.0,,3.14,3.1,
MBVI,0.0,,,0.0,,,-28.09,,,,,,
MBVIU,0.0,,,0.0,,,-28.08,,,,,,
MBVIW,0.0,,,0.0,,,-1.1,,,,,,
MBWM,36.37,13.66,1.4,0.0,9.84,9.3,1.29,,,284.0,,25.8,9.1
MBX,0.0,-25.73,-17.68,0.0,,-11.79,5.04,-17.95,-98556000.0,,,,
MCAHU,0.0,,,0.0,,,-5085.0,,,,,,
MCBS,43.41,15.18,1.79,0.0,12.52,10.55,1.84,,,299.0,,44.0,22.2
MCDS,,,,,24.7,,,,,108.0,,,
MCFT,3.72,5.86,2.58,6.92,35.49,12.04,2.05,14.66,20642000.0,,0.0,3.0,
MCGA,0.0,,,0.0,,,-32.55,,,,,,
MCGAU,0.0,,,0.0,,,-32.71,,,,,,
MCGAW,0.0,,,0.0,,,-1.0,,,,,,
MCHB,38.68,10.3,1.4,0.0,,12.65,1.21,,,856.0,,30.7,-4.0
MCHI,,,,,12.34,,,,,230.0,,,
MCHP,4.88,3.4,2.23,25.87,423.91,22.68,7.86,45.9,1219100032.0,195.0,4.63,35.1,
MCHPP,4.88,3.4,2.23,25.87,,,6.63,39.41,1219100032.0,478.0,4.63,35.1,
MCHS,,,,,35.23,,,,,247.0,,,
MCHX,-11.15,-16.53,-6.08,-2.46,,148.0,2.27,-51.98,-1098000.0,,,-6.9,
MCRB,0.0,-121.87,-38.88,0.0,,-1.07,2.55,-1.42,-83804000.0,,,,
MCRI,19.62,20.11,12.71,35.49,21.83,18.91,4.16,11.04,197422000.0,93.0,0.07,8.9,44.8
MCTA,12.12,,10.64,21.27,419.36,,1276.3,388.4,1153787.0,,0.5,-27.0,
MDAI,-81.96,,-31.46,-56.57,,-1.82,-6.17,-5.5,-9579000.0,,,-40.5,
MDAIW,-81.96,,-31.46,-56.57,,,-2.35,,-9579000.0,,,-40.5,
MDB,-1.12,-0.97,-1.82,-3.08,,43.74,8.8,-292.72,-80103000.0,,,25.2,
MDBH,0.0,-34.74,-33.94,0.0,,,0.52,,,,,-94.7,
MDCX,0.0,-2865.18,-278.11,0.0,,-0.95,13.79,,,,,,
MDCXW,0.0,-2865.18,-278.11,0.0,,,13.88,,,,,,
MDGL,-27.32,-49.35,-17.62,-27.55,,41.47,21.77,-36.45,-311996000.0,,,126.8,
MDIA,-49.21,-94.41,-5.66,-14.71,,,1.75,-8.42,-20104000.0,,,12.0,
MDIV,,,,,13.71,,,,,638.0,,,
MDLN,3.32,6.05,,10.45,30.96,21.16,2.65,15.87,3044000000.0,,4.15,10.7,
MDLZ,6.64,10.16,3.43,13.27,30.23,18.03,3.04,18.89,5216000000.0,328.0,4.15,8.2,41.3
MDRR,74.11,40.21,1.1,38.21,3.02,-31.89,0.71,11.76,3910065.0,242.0,4.91,-7.0,
MDWD,-180.3,-71.82,-23.51,-186.58,,-6.34,4.37,-5.35,-27015000.0,,,-62.7,
MDXG,7.88,13.77,8.54,13.58,18.65,30.45,2.15,7.82,52882000.0,,0.33,-33.1,
MDXH,-29.9,,-6.38,-9.66,,-1.36,-1.33,-8.36,-10722000.0,,,12.7,
MEDP,17.19,77.25,17.47,22.07,29.78,25.24,22.6,22.02,591014976.0,,0.25,26.5,16.6
MEDX,,,,,26.84,,,,,119.0,,,
MEGL,-72.07,-6.63,-6.34,0.0,,,0.35,,,,,26.7,
MEHA,-91.58,,-17.53,-29.76,,,-0.03,-4.5,-1984092.0,,,3.5,
MELI,6.04,31.26,5.11,12.39,41.84,27.08,11.03,22.07,3940999936.0,,3.14,49.0,-15.6
MEMA,,,,,16.88,,,,,,,,
MEMS,,,,,21.46,,,,,229.0,,,
MENS,0.0,,-12.01,0.0,,,-4.88,-55.49,-2507000.0,,,,
MEOH,-1.23,0.62,3.32,18.82,,9.63,1.64,10.62,690185024.0,145.0,5.0,8.6,
MERC,-28.51,-244.34,-6.38,-3.18,,-0.87,-8.75,-26.96,-58915000.0,,,-3.5,
MESH,0.0,,,0.0,,,-31.35,,,,,,
MESHU,0.0,,,0.0,,,-31.82,,,,,,
MESHW,0.0,,,0.0,,,-0.96,,,,,,
MESO,-144.33,-18.22,-6.16,-98.4,,-219.71,3.45,-30.88,-64339000.0,,,1526.8,
META,32.84,32.93,16.4,50.85,20.45,15.51,5.86,13.11,109308002304.0,37.0,0.79,33.1,62.4
METC,-11.52,-15.22,-4.8,0.14,,72.28,1.96,1253.32,758000.0,176.0,618.51,-9.7,
METCB,-11.52,-15.22,-4.8,0.14,,,1.43,957.47,758000.0,604.0,618.51,-9.7,
METCI,-11.52,-15.22,-4.8,0.14,,,3.87,2329.22,758000.0,,618.51,-9.7,
METCZ,-11.52,-15.22,-4.8,0.14,,,3.89,2341.26,758000.0,,618.51,-9.7,
METD,,,,,,,,,,271.0,,,
METL,,,,,19.61,,,,,,,,
METU,,,,,17.67,,,,,374.0,,,
MEVO,0.0,,,0.0,,,-36.54,,,,,,
MEVOU,0.0,,,0.0,,,-37.57,,,,,,
MEVOW,0.0,,,0.0,,,-1.47,,,,,,
MFI,-98.87,-77.91,-29.16,-93.82,,-15.79,5.26,-0.25,-26909908.0,,,20.8,
MFIC,1.9,0.46,5.2,0.0,164.67,7.87,0.72,,,1256.0,,-8.7,
MFICL,33.2,,,0.0,,,,,,,,15.8,85.9
MFIG,,,,,28.82,,,,,,,,
MFIN,10.35,10.27,3.68,51.48,6.53,6.66,0.55,14.4,179044992.0,580.0,13.37,-6.4,-60.0
MFLX,,,,,,,,,,409.0,,,
MFMO,,,,,35.34,,,,,,,,
MFVL,,,,,19.22,,,,,,,,
MGEE,19.03,10.95,3.81,38.42,19.81,18.62,2.1,13.08,288296000.0,246.0,3.26,10.8,15.9
MGIH,-24.93,-22.57,-9.41,-19.87,,,0.71,-2.68,-5034659.0,,,-24.0,
MGN,1.05,2.12,0.47,0.82,17.23,,0.24,-81.47,690796.0,,5.36,125.9,
MGNI,21.96,19.12,2.38,20.15,17.14,14.56,2.81,19.39,145586000.0,,2.95,5.5,
MGNX,-44.79,-140.27,-17.98,-36.01,,-3.32,14.04,-3.19,-56568000.0,,,57.5,
